"trans","origin"
"不过眼下诗和酒还能听我驱遣，不必为我这白头人有什么心理负担。","诗酒尚堪驱使在，未须料理白头人。"
"深江岸边静竹林中住着两三户人家，撩人的红花映衬着白花。","江深竹静两三家，多事红花映白花。"
"我有去处来报答春光的盛意，酒店的琼桨可以送走我的年华。","报答春光知有处，应须美酒送生涯。"
"东望少城那里鲜花如烟，高高的白花酒楼更是解人眼馋。","东望少城花满烟，百花高楼更可怜。"
"谁能携酒召我前往畅饮，唤来美人欢歌笑舞于盛席华筵？","谁能载酒开金盏，唤取佳人舞绣筵。"
"来到黄师塔前江水的东岸，又困又懒沐浴着和煦春风。","黄师塔前江水东，春光懒困倚微风。"
"一株无主的桃花开得正盛，我该爱那深红还是爱浅红？","桃花一簇开无主，可爱深红爱浅红？"
"黄四娘家花儿茂盛把小路遮蔽，万千花朵压弯枝条离地低又低。","黄四娘家花满蹊，千朵万朵压枝低。"
"眷恋芬芳花间彩蝶时时在飞舞，自由自在娇软黄莺恰恰欢声啼。","留连戏蝶时时舞，自在娇莺恰恰啼。"
"并不是说爱花爱得就要死，只因害怕花尽时迁老境逼来。","不是爱花即欲死，只恐花尽老相催。"
"花到盛时就容易纷纷飘落，嫩蕊啊请你们商量着慢慢开。","繁枝容易纷纷落，嫩蕊商量细细开。"
"七夕晚上，望着碧蓝的天空，就好像看见隔着“天河”的牛郎织女在鹊桥上相会。","七夕今宵看碧霄，牵牛织女渡河桥。"
"家家户户都在一边观赏秋月，一边乞巧（对月穿针），穿过的红线都有几万条了。","家家乞巧望秋月，穿尽红丝几万条。"
"一篇谏书早晨上奏给皇帝，晚上就被贬官到路途遥远的潮阳去。","一封朝奏九重天，夕贬潮州路八千。"
"想替皇上除去有害的事，哪能因衰老就吝惜残余的生命。","欲为圣明除弊事，肯将衰朽惜残年！"
"云彩横出于南山，我的家在哪里？在白雪厚积的蓝田关外，马也停住脚步。","云横秦岭家何在？雪拥蓝关马不前。"
"我劝你不要顾惜华贵的金缕衣，我劝你一定要珍惜青春少年时。","劝君莫惜金缕衣，劝君惜取少年时。"
"花开宜折的时候就要抓紧去折，不要等到花谢时只折了个空枝。","花开堪折直须折，莫待无花空折枝。"
"中秋的月光照射在庭院中，地上好像铺上了一层霜雪那样白，树上的鸦雀停止了聒噪，进入了梦乡。","中庭地白树栖鸦，冷露无声湿桂花。"
"夜深了，清冷的秋露悄悄地打湿庭中的桂花。今夜，明月当空，人们都在赏月，不知那茫茫的秋思落在谁家？","今夜月明人尽望，不知秋思落谁家。"
"依旧是秦汉时期的明月和边关，守边御敌鏖战万里征人未回还。","秦时明月汉时关，万里长征人未还。"
"倘若攻袭龙城的卫青和飞将军李广而今健在，绝不许匈奴南下牧马度过阴山。","但使龙城飞将在，不教胡马度阴山。"
"将军刚跨上配了白玉鞍的宝马出战，战斗结束后战场上只剩下凄凉的月色。","骝马新跨白玉鞍，战罢沙场月色寒。"
"城头上的战鼓还在旷野里震荡回响，将军刀匣里的宝刀上的血迹仍然没干。","城头铁鼓声犹震，匣里金刀血未干。"
"登楼望春近看繁花游子越发伤心；万方多难愁思满腹我来此外登临。","花近高楼伤客心，万方多难此登临。"
"锦江的春色从天地边际迎面扑来；从古到今玉垒山的浮云变幻莫测。","锦江春色来天地，玉垒浮云变古今。"
"大唐的朝廷真像北极星不可动摇；吐蕃夷狄莫再前来骚扰徒劳入侵。","北极朝廷终不改，西山寇盗莫相侵。"
"我在年少时离开家乡，到了迟暮之年才回来。我的乡音虽未改变，但鬓角的毛发却已经疏落。","少小离家老大回，乡音无改鬓毛衰。"
"儿童们看见我，没有一个认识的。他们笑着询问：这客人是从哪里来的呀？","儿童相见不相识，笑问客从何处来。"
"我离别家乡的时间已经很长了，回家后才感觉到家乡的人事变迁实在是太大了。","离别家乡岁月多，近来人事半消磨。"
"只有门前那镜湖的碧水，在春风吹拂下泛起一圈一圈的涟漪，还和五十多年前一模一样。 ","唯有门前镜湖水，春风不改旧时波。"
"以往八月十五的夜晚，“我”站在曲江的池畔杏园旁边。","昔年八月十五夜，曲江池畔杏园边。"
"今年八月十五的夜晚，“我”又在湓浦沙头水馆前。","今年八月十五夜，湓浦沙头水馆前。"
"向着西北怎么才能看到故乡在哪里，向着东南方向看见月亮又圆了好几次。","西北望乡何处是，东南见月几回圆。"
"昨天的风吹过没有人理会，今晚清美的风彩就好像以往的那些年。","昨风一吹无人会，今夜清光似往年。"
"在重阳节这天登高回望故乡，身处他乡，设席送朋友离开，举杯之际，分外愁。","九月九日望乡台，他席他乡送客杯。"
"心中已经厌倦了南方客居的各种愁苦，我想北归不得，鸿雁为何还要从北方来。","人情已厌南中苦，鸿雁那从北地来。"
"有一树梅花凌寒早开，枝条洁白如玉条。它远离人来车往的村路，临近溪水桥边。","一树寒梅白玉条，迥临村路傍溪桥。"
"人们不知寒梅靠近溪水提早开放，以为那是经冬而未消融的白雪。","不知近水花先发，疑是经冬雪未销。"
"一袭深红色的长裙日子久了便蒙上了淡黄色，自古以来旧的东西就比不得新的东西讨人喜欢。","一尺深红胜曲尘，天生旧物不如新。"
"你我原本应该像合欢核桃一样坚贞不移，哪里想到你的心里原来已经有了别人，让我对你终究有了恨意。","合欢桃核终堪恨，里许元来别有人。"
"等到秋天九月重阳节来临的时候，菊花盛开以后别的花就凋零了。","待到秋来九月八，我花开后百花杀。"
"盛开的菊花璀璨夺目，阵阵香气弥漫长安，满城均沐浴在芳香的菊意中，遍地都是金黄如铠甲般的菊花。","冲天香阵透长安，满城尽带黄金甲。"
"见云之灿烂想其衣裳之华艳，见花之艳丽想人之容貌照人。","云想衣裳花想容，春风拂槛露华浓。"
"若不是在群玉山头见到了她，就是在瑶池的月光下来相逢。","若非群玉山头见，会向瑶台月下逢。"
"金杯中的美酒一斗价十千，玉盘里的菜肴珍贵值万钱。","金樽清酒斗十千，玉盘珍羞直万钱。"
"但心情愁烦使得我放下杯筷，不愿进餐。拔出宝剑环顾四周，心里一片茫然。","停杯投箸不能食，拔剑四顾心茫然。"
"想渡过黄河，坚冰堵塞大川；想登太行山，大雪遍布高山。","欲渡黄河冰塞川，将登太行雪满山。"
"遥想当年，姜太公溪垂钓，得遇重才的文王，伊尹乘舟梦日，受聘在商汤身边。","闲来垂钓碧溪上，忽复乘舟梦日边。"
"人生的道路何等艰难，何等艰难，歧路纷杂，真正的大道究竟在哪边？","行路难！行路难！多歧路，今安在？"
"坚信乘风破浪的时机定会到来，到那时，将扬起征帆远渡碧海青天。","长风破浪会有时，直挂云帆济沧海。"
"我不愿意追随长安城中的富家子弟，去搞斗鸡走狗一类的赌博游戏。","羞逐长安社中儿，赤鸡白雉赌梨栗。"
"像冯谖那样弹剑作歌发牢骚，在权贵之门卑躬屈节，那不合我心意。","弹剑作歌奏苦声，曳裾王门不称情。"
"韩信发迹之前被淮阴市井之徒讥笑，贾谊才能超群遭汉朝公卿妒忌。","淮阴市井笑韩信，汉朝公卿忌贾生。"
"剧辛和乐毅感激知遇的恩情，竭忠尽智，以自己的才能为君主效力。","剧辛乐毅感恩分，输肝剖胆效英才。"
"而今燕昭王之白骨已隐于荒草之中，还有谁能像他那样重用贤士呢？","昭王白骨萦蔓草，谁人更扫黄金台？"
"不要学许由用颍水洗耳，不要学伯夷和叔齐隐居收养采薇而食。","有耳莫洗颍川水，有口莫食首阳蕨。"
"在世上活着贵在韬光养晦，为什么要隐居清高自比云月?","含光混世贵无名，何用孤高比云月？"
"我看自古以来的贤达之人，功绩告成之后不自行隐退都死于非命。","吾观自古贤达人，功成不退皆殒身。"
"伍子胥被吴王弃于吴江之上，屈原最终抱石自沉汨罗江中。","子胥既弃吴江上，屈原终投湘水滨。"
"陆机如此雄才大略也无法自保，李斯以自己悲惨的结局为苦。","陆机雄才岂自保？李斯税驾苦不早。"
"陆机是否还能听见华亭别墅间的鹤唳？李斯是否还能在上蔡东门牵鹰打猎？","华亭鹤唳讵可闻？上蔡苍鹰何足道？"
"生时有一杯酒就应尽情欢乐，何须在意身后千年的虚名？","且乐生前一杯酒，何须身后千载名？"
"在烽火台的西边高高地耸着一座戍楼，黄昏时分，独坐在戍楼上任凭从湖面吹来的秋风撩起自己的战袍。","烽火城西百尺楼，黄昏独上海风秋。"
"此时又传来一阵幽怨的羌笛声，吹奏的是《关山月》的调子，无奈着笛声更增添了对万里之外的妻子的相思之情。","更吹羌笛关山月，无那金闺万里愁。"
"军中起舞，伴奏的琵琶翻出新声，不管怎样翻新，每每听到《关山月》的曲调时，总会激起边关将士久别怀乡的忧伤之情。","琵琶起舞换新声，总是关山旧别情。"
"纷杂的乐舞与思乡的愁绪交织在一起，欲理还乱，无尽无休。此时秋天的月亮高高地照着长城。","撩乱边愁听不尽，高高秋月照长城。"
"边城榆树的叶子早已稀疏飘落，颜色发黄了，傍晚时分，一场战斗刚刚结束，环视战场，只见暮云低合，荒丘起伏。","关城榆叶早疏黄，日暮云沙古战场。"
"将军向皇帝上表，奏请班师，以便能把战死沙场的将士们的尸骨运回故土安葬，不能让士兵们为他乡埋葬自己的战友而伤感痛哭。","表请回军掩尘骨，莫教兵士哭龙荒。"
"青海湖上蒸腾而起的漫漫云雾，遮暗了整个祁连山，远远地可以望见玉门关那座孤城。","青海长云暗雪山，孤城遥望玉门关。"
"黄沙万里，频繁的战斗磨穿了战士们身上的铠甲，不将敌人打败绝不回还。","黄沙百战穿金甲，不破楼兰终不还。"
"塞北沙漠中大风狂起，尘土飞扬，天色为之昏暗，前线军情十分紧急，接到战报后迅速出击。","大漠风尘日色昏，红旗半卷出辕门。"
"先头部队已经于昨天夜间在洮河的北岸和敌人展开了激战，刚刚听说与敌人交火，现在就传来了已获得大捷的消息。","前军夜战洮河北，已报生擒吐谷浑。"
"将军臂膊上绑缚着胡瓶，骑着紫薄汗马，英姿飒爽；碎叶城西的天空中一轮秋月高高悬挂。","胡瓶落膊紫薄汗，碎叶城西秋月团。"
"边境传来紧急军情，皇上派使者星夜传诏将军，并赐予尚方宝剑令其即刻领兵奔赴前线杀敌；将军拜诏辞京，奔赴战场，将士用命，一鼓作气，很快就攻破了敌人的老巢。","明敕星驰封宝剑，辞君一夜取楼兰。"
"玉门关周围山峦层层叠叠，像重重屏障护卫着王朝的西北边防；烽火台遍布各个山头。","玉门山嶂几千重，山北山南总是烽。"
"人们戍边要依靠烽火来传递消息；那里山深林密，马儿跑过一会儿就看不见踪影了。","人依远戍须看火，马踏深山不见踪。"
"青山隐隐约约绿水千里迢迢，秋时已尽江南草木还未枯凋。","青山隐隐水迢迢，秋尽江南草未凋。"
"二十四桥明月映照幽幽清夜，你这美人现在何处教人吹箫？","二十四桥明月夜，玉人何处教吹箫？"
"清明节夜晚时，清风习习，月夜朦胧，用碧玉做成的栏杆和用红色的砖砌成的墙是刺史的府宅。","好风胧月清明夜，碧砌红轩刺史家。"
"独自步行在回旋的走廊中唱歌，远远的听到弦声，默默的欣赏花。","独绕回廊行复歇，遥听弦管暗看花。"
"酒筵上甘醇的葡萄美酒盛满在精美的夜光杯之中，歌伎们弹奏起急促欢快的琵琶声助兴催饮，想到即将跨马奔赴沙场杀敌报国，战士们个个豪情满怀。","葡萄美酒夜光杯，欲饮琵琶马上催。"
"今日一定要一醉方休，即使醉倒在战场上又何妨？此次出征为国效力，本来就打算马革裹尸，没有准备活着回来。","醉卧沙场君莫笑，古来征战几人回?"
"已是暮春时节，要在故乡，此时一定是万紫千红的盛花期已过、枝繁叶茂、果实初长之时，而鸟儿也一定筑起香巢，争相觅食育雏了吧。可是塞外仍然是大风凛冽、尘沙满天，冷酷严寒。","秦中花鸟已应阑，塞外风沙犹自寒。"
"战士们在夜里听着凄凉的胡笳曲《折杨柳》，勾起了对故乡的美好回忆。","夜听胡笳折杨柳，教人意气忆长安。"
"世上人们对花和叶的说法不同，把花栽在美观的金盆中，却不管花叶让它落在土里变为尘土。","世间花叶不相伦，花入金盆叶作尘。"
"只有荷花是红花绿叶相配，荷叶有卷有舒，荷花有开有合，衬托得那样完美自然。","惟有绿荷红菡萏，卷舒开合任天真。"
